691192.383588,3118152.3595
691192.385176,3118152.40878
691192.386821,3118152.4581
691192.388466,3118152.50746
691192.390089,3118152.55692
691192.391746,3118152.60638
691192.393406,3118152.65597
691192.395057,3118152.7056
691192.396707,3118152.75527
691192.39833,3118152.80506
691192.399972,3118152.85485
691192.4016,3118152.90474
691192.403185,3118152.95467
691192.404801,3118153.00466
691192.406397,3118153.05475
691192.408002,3118153.10487
691192.409536,3118153.15505
691192.411161,3118153.20531
691192.412726,3118153.25559
691192.414283,3118153.30597
691192.415869,3118153.35635
691192.417438,3118153.40685
691192.418966,3118153.45738
691192.420561,3118153.50795
691192.422138,3118153.5586
691192.423683,3118153.60932
691192.425268,3118153.66008
691192.426881,3118153.71091
691192.428465,3118153.76179
691192.430048,3118153.81271
691192.43164,3118153.86372
691192.433287,3118153.91475
691192.434871,3118153.96586
691192.436559,3118154.01703
691192.438226,3118154.06826
691192.439828,3118154.11951
691192.441607,3118154.17085
691192.4433,3118154.22222
691192.445045,3118154.2737
691192.446835,3118154.3252
691192.44859,3118154.37677
691192.450417,3118154.42836
691192.452253,3118154.48002
691192.454078,3118154.53174
691192.455962,3118154.58351
691192.457839,3118154.63534
691192.459714,3118154.68723
691192.461612,3118154.73916
691192.463465,3118154.79115
691192.465452,3118154.84317
691192.465452,3118154.84317
691192.469215,3118154.94741
691192.469215,3118154.94741
691192.472977,3118155.05186
691192.47484,3118155.10417
691192.476748,3118155.1565
691192.478597,3118155.20891
691192.48049,3118155.26144
691192.482412,3118155.31408
691192.484746,3118155.36677
691192.487,3118155.41949
691192.489244,3118155.47225
691192.491539,3118155.52511
691192.493837,3118155.57797
691192.496121,3118155.6309
691192.4985,3118155.68388
691192.500794,3118155.73689
691192.50316,3118155.78996
691192.505511,3118155.84309
691192.507867,3118155.89627
691192.510276,3118155.9495
691192.512692,3118156.00278
691192.515029,3118156.05614
691192.517463,3118156.10952
691192.519797,3118156.16299
691192.522209,3118156.2165
691192.524601,3118156.27005
691192.526926,3118156.32371
691192.529317,3118156.3774
691192.531697,3118156.43114
691192.534044,3118156.48494
691192.536408,3118156.53881
691192.538762,3118156.59272
691192.541091,3118156.64674
691192.54348,3118156.70075
691192.545822,3118156.75488
691192.548218,3118156.80908
691192.55051,3118156.86329
691192.55292,3118156.9176
691192.555288,3118156.97196
691192.557585,3118157.02638
691192.560014,3118157.08086
691192.562371,3118157.13539
691192.564658,3118157.18999
691192.567026,3118157.24464
691192.569394,3118157.29937
691192.571691,3118157.35414
691192.574054,3118157.409
691192.576358,3118157.46391
691192.57869,3118157.51884
691192.580995,3118157.57389
691192.583294,3118157.62897
691192.585575,3118157.68409
691192.587903,3118157.73928
691192.590103,3118157.79456
691192.592366,3118157.84987
691192.594591,3118157.90524
691192.596836,3118157.96068
691192.598992,3118158.01612
691192.601087,3118158.07167
691192.603218,3118158.12725
691192.605348,3118158.18288
691192.607398,3118158.23857
691192.609437,3118158.29431
691192.611464,3118158.35011
691192.613458,3118158.40596
691192.615442,3118158.46186
691192.61739,3118158.51781
691192.619357,3118158.5738
691192.621321,3118158.62982
691192.623234,3118158.68592
691192.625222,3118158.74206
691192.627168,3118158.79826
691192.629094,3118158.85449
691192.631126,3118158.91078
691192.633042,3118158.96712
691192.63499,3118159.02349
691192.636972,3118159.07989
691192.638932,3118159.13633
691192.640919,3118159.19284
691192.642905,3118159.24937
691192.64486,3118159.30592
691192.646908,3118159.36259
691192.648906,3118159.41928
691192.65093,3118159.47604
691192.652979,3118159.5328
691192.655009,3118159.58962
691192.6571,3118159.64649
691192.659179,3118159.70341
691192.661226,3118159.7604
691192.663357,3118159.81741
691192.665436,3118159.87448
691192.667497,3118159.93162
691192.669556,3118159.98877
691192.671589,3118160.04602
691192.673648,3118160.10332
691192.675651,3118160.16062
691192.677601,3118160.21806
691192.67953,3118160.27555
691192.681508,3118160.33311
691192.681508,3118160.33311
691192.685277,3118160.44832
691192.685277,3118160.44832
691192.689023,3118160.56386
691192.690897,3118160.62172
691192.692767,3118160.67967
691192.69464,3118160.73767
691192.696506,3118160.79565
691192.698393,3118160.85364
691192.700283,3118160.91173
691192.702019,3118160.96984
691192.703847,3118161.02804
691192.705637,3118161.08638
691192.707371,3118161.14467
691192.70909,3118161.20312
691192.710734,3118161.26159
691192.71237,3118161.32013
691192.714013,3118161.37875
691192.715633,3118161.4374
691192.71715,3118161.4961
691192.718677,3118161.5549
691192.720147,3118161.61376
691192.721668,3118161.67267
